"COUNTRY","YEAR","VACCINECODE","AGEGROUP","DOSES"
"DMA",2012,"DTPCV3","NOT_COLLECTED",NA
"DMA",2013,"DTPCV3","NOT_COLLECTED",NA
"DMA",2014,"DTPCV3","NOT_COLLECTED",NA
"DMA",2015,"DTPCV3","NOT_COLLECTED",NA
"DMA",2016,"DTPCV3","NOT_COLLECTED",NA
"DMA",2006,"DTPCV3","NOT_COLLECTED","66"
"DMA",2007,"DTPCV3","NOT_COLLECTED",NA
"DMA",2008,"DTPCV3","NOT_COLLECTED","862"
"DMA",2009,"DTPCV3","NOT_COLLECTED","974"
"DMA",2010,"DTPCV3","NOT_COLLECTED","944"
"DMA",2011,"DTPCV3","NOT_COLLECTED","897"
"DMA",2012,"DTPCV3","NOT_COLLECTED","898"
"DMA",2013,"DTPCV3","NOT_COLLECTED","898"
"DMA",2014,"DTPCV3","NOT_COLLECTED",NA
"DMA",2015,"DTPCV3","NOT_COLLECTED",NA
"DMA",2016,"DTPCV3","NOT_COLLECTED",NA
"DMA",2006,"DTPCV3","12_TO_23_MONTHS","1"
"DMA",2007,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2008,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2009,"DTPCV3","12_TO_23_MONTHS","1"
"DMA",2010,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2011,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2012,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2013,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2014,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2015,"DTPCV3","12_TO_23_MONTHS","1"
"DMA",2016,"DTPCV3","12_TO_23_MONTHS","8"
"DMA",2006,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2007,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2008,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2009,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2010,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2011,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2012,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2013,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2014,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2015,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2016,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2006,"DTPCV3","12_TO_23_MONTHS","0"
"DMA",2007,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2008,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2009,"DTPCV3","12_TO_23_MONTHS","2"
"DMA",2010,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2011,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2012,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2013,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2014,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2015,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2016,"DTPCV3","12_TO_23_MONTHS",NA
"DMA",2006,"DTPCV3","GTEQ_24_MONTHS","0"
"DMA",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2015,"DTPCV3","GTEQ_24_MONTHS","0"
"DMA",2016,"DTPCV3","GTEQ_24_MONTHS","0"
"DMA",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2006,"DTPCV3","GTEQ_24_MONTHS","0"
"DMA",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"DMA",2006,"MCV1","NOT_COLLECTED",NA
"DMA",2007,"MCV1","NOT_COLLECTED","960"
"DMA",2008,"MCV1","NOT_COLLECTED","973"
"DMA",2009,"MCV1","NOT_COLLECTED","1039"
"DMA",2010,"MCV1","NOT_COLLECTED","965"
"DMA",2011,"MCV1","NOT_COLLECTED","931"
"DMA",2012,"MCV1","NOT_COLLECTED","885"
"DMA",2013,"MCV1","NOT_COLLECTED","858"
"DMA",2014,"MCV1","NOT_COLLECTED","843"
"DMA",2015,"MCV1","NOT_COLLECTED","822"
"DMA",2016,"MCV1","NOT_COLLECTED","774"
"DMA",2006,"MCV1","GTEQ_24_MONTHS","3"
"DMA",2007,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2008,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2009,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2010,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2011,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2012,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2013,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2014,"MCV1","GTEQ_24_MONTHS",NA
"DMA",2015,"MCV1","GTEQ_24_MONTHS","0"
"DMA",2016,"MCV1","GTEQ_24_MONTHS","8"
"GRD",2006,"DTPCV3","NOT_COLLECTED",NA
"GRD",2007,"DTPCV3","NOT_COLLECTED","0"
"GRD",2008,"DTPCV3","NOT_COLLECTED","7"
"GRD",2009,"DTPCV3","NOT_COLLECTED","0"
"GRD",2010,"DTPCV3","NOT_COLLECTED","0"
"GRD",2011,"DTPCV3","NOT_COLLECTED","0"
"GRD",2012,"DTPCV3","NOT_COLLECTED","0"
"GRD",2013,"DTPCV3","NOT_COLLECTED","1671"
"GRD",2014,"DTPCV3","NOT_COLLECTED","1742"
"GRD",2015,"DTPCV3","NOT_COLLECTED","1575"
"GRD",2016,"DTPCV3","NOT_COLLECTED","1594"
"GRD",2006,"DTPCV3","NOT_COLLECTED",NA
"GRD",2007,"DTPCV3","NOT_COLLECTED","0"
"GRD",2008,"DTPCV3","NOT_COLLECTED","0"
"GRD",2009,"DTPCV3","NOT_COLLECTED","0"
"GRD",2010,"DTPCV3","NOT_COLLECTED","0"
"GRD",2011,"DTPCV3","NOT_COLLECTED","0"
"GRD",2012,"DTPCV3","NOT_COLLECTED","0"
"GRD",2013,"DTPCV3","NOT_COLLECTED","0"
"GRD",2014,"DTPCV3","NOT_COLLECTED",NA
"GRD",2015,"DTPCV3","NOT_COLLECTED",NA
"GRD",2016,"DTPCV3","NOT_COLLECTED",NA
"GRD",2006,"DTPCV3","NOT_COLLECTED","1616"
"GRD",2007,"DTPCV3","NOT_COLLECTED","1849"
"GRD",2008,"DTPCV3","NOT_COLLECTED","1726"
"GRD",2009,"DTPCV3","NOT_COLLECTED","1738"
"GRD",2010,"DTPCV3","NOT_COLLECTED","1731"
"GRD",2011,"DTPCV3","NOT_COLLECTED","1572"
"GRD",2012,"DTPCV3","NOT_COLLECTED","1717"
"GRD",2013,"DTPCV3","NOT_COLLECTED","1671"
"GRD",2014,"DTPCV3","NOT_COLLECTED",NA
"GRD",2015,"DTPCV3","NOT_COLLECTED",NA
"GRD",2016,"DTPCV3","NOT_COLLECTED",NA
"GRD",2006,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2007,"DTPCV3","12_TO_23_MONTHS","14"
"GRD",2008,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2009,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2010,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2011,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2012,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2013,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2014,"DTPCV3","12_TO_23_MONTHS","7"
"GRD",2015,"DTPCV3","12_TO_23_MONTHS","5"
"GRD",2016,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2006,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2007,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2008,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2009,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2010,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2011,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2012,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2013,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2014,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2015,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2016,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2006,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2007,"DTPCV3","12_TO_23_MONTHS","6"
"GRD",2008,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2009,"DTPCV3","12_TO_23_MONTHS","0"
"GRD",2010,"DTPCV3","12_TO_23_MONTHS","3"
"GRD",2011,"DTPCV3","12_TO_23_MONTHS","10"
"GRD",2012,"DTPCV3","12_TO_23_MONTHS","8"
"GRD",2013,"DTPCV3","12_TO_23_MONTHS","8"
"GRD",2014,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2015,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2016,"DTPCV3","12_TO_23_MONTHS",NA
"GRD",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2007,"DTPCV3","GTEQ_24_MONTHS","4"
"GRD",2008,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2009,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2010,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2011,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2014,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2015,"DTPCV3","GTEQ_24_MONTHS","5"
"GRD",2016,"DTPCV3","GTEQ_24_MONTHS","2"
"GRD",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2007,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2008,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2009,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2010,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2011,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2012,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2013,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2007,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2008,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2009,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2010,"DTPCV3","GTEQ_24_MONTHS","3"
"GRD",2011,"DTPCV3","GTEQ_24_MONTHS","4"
"GRD",2012,"DTPCV3","GTEQ_24_MONTHS","1"
"GRD",2013,"DTPCV3","GTEQ_24_MONTHS","0"
"GRD",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"GRD",2006,"MCV1","NOT_COLLECTED",NA
"GRD",2007,"MCV1","NOT_COLLECTED","1738"
"GRD",2008,"MCV1","NOT_COLLECTED","1754"
"GRD",2009,"MCV1","NOT_COLLECTED","1778"
"GRD",2010,"MCV1","NOT_COLLECTED","1699"
"GRD",2011,"MCV1","NOT_COLLECTED","1698"
"GRD",2012,"MCV1","NOT_COLLECTED","1669"
"GRD",2013,"MCV1","NOT_COLLECTED","1617"
"GRD",2014,"MCV1","NOT_COLLECTED","1782"
"GRD",2015,"MCV1","NOT_COLLECTED","1683"
"GRD",2016,"MCV1","NOT_COLLECTED","1620"
"GRD",2006,"MCV1","GTEQ_24_MONTHS",NA
"GRD",2007,"MCV1","GTEQ_24_MONTHS","73"
"GRD",2008,"MCV1","GTEQ_24_MONTHS","19"
"GRD",2009,"MCV1","GTEQ_24_MONTHS","0"
"GRD",2010,"MCV1","GTEQ_24_MONTHS","143"
"GRD",2011,"MCV1","GTEQ_24_MONTHS","45"
"GRD",2012,"MCV1","GTEQ_24_MONTHS",NA
"GRD",2013,"MCV1","GTEQ_24_MONTHS","20"
"GRD",2014,"MCV1","GTEQ_24_MONTHS","24"
"GRD",2015,"MCV1","GTEQ_24_MONTHS","28"
"GRD",2016,"MCV1","GTEQ_24_MONTHS","32"
"GUY",2006,"DTPCV3","NOT_COLLECTED",NA
"GUY",2007,"DTPCV3","NOT_COLLECTED","0"
"GUY",2008,"DTPCV3","NOT_COLLECTED",NA
"GUY",2009,"DTPCV3","NOT_COLLECTED","0"
"GUY",2010,"DTPCV3","NOT_COLLECTED","0"
"GUY",2011,"DTPCV3","NOT_COLLECTED",NA
"GUY",2012,"DTPCV3","NOT_COLLECTED",NA
"GUY",2013,"DTPCV3","NOT_COLLECTED",NA
"GUY",2014,"DTPCV3","NOT_COLLECTED","14680"
"GUY",2015,"DTPCV3","NOT_COLLECTED","14653"
"GUY",2016,"DTPCV3","NOT_COLLECTED","15178"
"GUY",2006,"DTPCV3","NOT_COLLECTED",NA
"GUY",2007,"DTPCV3","NOT_COLLECTED","0"
"GUY",2008,"DTPCV3","NOT_COLLECTED",NA
"GUY",2009,"DTPCV3","NOT_COLLECTED","0"
"GUY",2010,"DTPCV3","NOT_COLLECTED","0"
"GUY",2011,"DTPCV3","NOT_COLLECTED",NA
"GUY",2012,"DTPCV3","NOT_COLLECTED",NA
"GUY",2013,"DTPCV3","NOT_COLLECTED",NA
"GUY",2014,"DTPCV3","NOT_COLLECTED",NA
"GUY",2015,"DTPCV3","NOT_COLLECTED",NA
"GUY",2016,"DTPCV3","NOT_COLLECTED",NA
"GUY",2006,"DTPCV3","NOT_COLLECTED","13390"
"GUY",2007,"DTPCV3","NOT_COLLECTED","13660"
"GUY",2008,"DTPCV3","NOT_COLLECTED","14008"
"GUY",2009,"DTPCV3","NOT_COLLECTED","14268"
"GUY",2010,"DTPCV3","NOT_COLLECTED","13510"
"GUY",2011,"DTPCV3","NOT_COLLECTED","12997"
"GUY",2012,"DTPCV3","NOT_COLLECTED","14127"
"GUY",2013,"DTPCV3","NOT_COLLECTED",NA
"GUY",2014,"DTPCV3","NOT_COLLECTED",NA
"GUY",2015,"DTPCV3","NOT_COLLECTED",NA
"GUY",2016,"DTPCV3","NOT_COLLECTED",NA
"GUY",2006,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2007,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2008,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2009,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2010,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2011,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2012,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2013,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2014,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2015,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2016,"DTPCV3","12_TO_23_MONTHS","0"
"GUY",2006,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2007,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2008,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2009,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2010,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2011,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2012,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2013,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2014,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2015,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2016,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2006,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2007,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2008,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2009,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2010,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2011,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2012,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2013,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2014,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2015,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2016,"DTPCV3","12_TO_23_MONTHS",NA
"GUY",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2016,"DTPCV3","GTEQ_24_MONTHS","0"
"GUY",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"GUY",2006,"MCV1","NOT_COLLECTED",NA
"GUY",2007,"MCV1","NOT_COLLECTED","13839"
"GUY",2008,"MCV1","NOT_COLLECTED","13851"
"GUY",2009,"MCV1","NOT_COLLECTED","14599"
"GUY",2010,"MCV1","NOT_COLLECTED","13838"
"GUY",2011,"MCV1","NOT_COLLECTED","13897"
"GUY",2012,"MCV1","NOT_COLLECTED","13916"
"GUY",2013,"MCV1","NOT_COLLECTED",NA
"GUY",2014,"MCV1","NOT_COLLECTED","15051"
"GUY",2015,"MCV1","NOT_COLLECTED","15129"
"GUY",2016,"MCV1","NOT_COLLECTED","15724"
"GUY",2006,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2007,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2008,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2009,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2010,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2011,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2012,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2013,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2014,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2015,"MCV1","GTEQ_24_MONTHS",NA
"GUY",2016,"MCV1","GTEQ_24_MONTHS","0"
"JAM",2006,"DTPCV3","NOT_COLLECTED","1664"
"JAM",2007,"DTPCV3","NOT_COLLECTED","615"
"JAM",2008,"DTPCV3","NOT_COLLECTED","751"
"JAM",2009,"DTPCV3","NOT_COLLECTED","611"
"JAM",2010,"DTPCV3","NOT_COLLECTED","585"
"JAM",2011,"DTPCV3","NOT_COLLECTED","776"
"JAM",2012,"DTPCV3","NOT_COLLECTED","570"
"JAM",2013,"DTPCV3","NOT_COLLECTED","36615"
"JAM",2014,"DTPCV3","NOT_COLLECTED","35741"
"JAM",2015,"DTPCV3","NOT_COLLECTED","34416"
"JAM",2016,"DTPCV3","NOT_COLLECTED","36848"
"JAM",2006,"DTPCV3","NOT_COLLECTED","0"
"JAM",2007,"DTPCV3","NOT_COLLECTED","0"
"JAM",2008,"DTPCV3","NOT_COLLECTED","0"
"JAM",2009,"DTPCV3","NOT_COLLECTED",NA
"JAM",2010,"DTPCV3","NOT_COLLECTED","0"
"JAM",2011,"DTPCV3","NOT_COLLECTED","0"
"JAM",2012,"DTPCV3","NOT_COLLECTED","0"
"JAM",2013,"DTPCV3","NOT_COLLECTED","0"
"JAM",2014,"DTPCV3","NOT_COLLECTED",NA
"JAM",2015,"DTPCV3","NOT_COLLECTED",NA
"JAM",2016,"DTPCV3","NOT_COLLECTED",NA
"JAM",2006,"DTPCV3","NOT_COLLECTED","39392"
"JAM",2007,"DTPCV3","NOT_COLLECTED","39567"
"JAM",2008,"DTPCV3","NOT_COLLECTED","38878"
"JAM",2009,"DTPCV3","NOT_COLLECTED","39785"
"JAM",2010,"DTPCV3","NOT_COLLECTED","38647"
"JAM",2011,"DTPCV3","NOT_COLLECTED","35196"
"JAM",2012,"DTPCV3","NOT_COLLECTED","36886"
"JAM",2013,"DTPCV3","NOT_COLLECTED","35855"
"JAM",2014,"DTPCV3","NOT_COLLECTED",NA
"JAM",2015,"DTPCV3","NOT_COLLECTED",NA
"JAM",2016,"DTPCV3","NOT_COLLECTED",NA
"JAM",2006,"DTPCV3","12_TO_23_MONTHS","965"
"JAM",2007,"DTPCV3","12_TO_23_MONTHS","851"
"JAM",2008,"DTPCV3","12_TO_23_MONTHS","775"
"JAM",2009,"DTPCV3","12_TO_23_MONTHS","678"
"JAM",2010,"DTPCV3","12_TO_23_MONTHS","518"
"JAM",2011,"DTPCV3","12_TO_23_MONTHS","635"
"JAM",2012,"DTPCV3","12_TO_23_MONTHS","340"
"JAM",2013,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2014,"DTPCV3","12_TO_23_MONTHS","197"
"JAM",2015,"DTPCV3","12_TO_23_MONTHS","232"
"JAM",2016,"DTPCV3","12_TO_23_MONTHS","276"
"JAM",2006,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2007,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2008,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2009,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2010,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2011,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2012,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2013,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2014,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2015,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2016,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2006,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2007,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2008,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2009,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2010,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2011,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2012,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2013,"DTPCV3","12_TO_23_MONTHS","0"
"JAM",2014,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2015,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2016,"DTPCV3","12_TO_23_MONTHS",NA
"JAM",2006,"DTPCV3","GTEQ_24_MONTHS","988"
"JAM",2007,"DTPCV3","GTEQ_24_MONTHS","1128"
"JAM",2008,"DTPCV3","GTEQ_24_MONTHS","1096"
"JAM",2009,"DTPCV3","GTEQ_24_MONTHS","925"
"JAM",2010,"DTPCV3","GTEQ_24_MONTHS","879"
"JAM",2011,"DTPCV3","GTEQ_24_MONTHS","665"
"JAM",2012,"DTPCV3","GTEQ_24_MONTHS","514"
"JAM",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"JAM",2014,"DTPCV3","GTEQ_24_MONTHS","253"
"JAM",2015,"DTPCV3","GTEQ_24_MONTHS","264"
"JAM",2016,"DTPCV3","GTEQ_24_MONTHS","241"
"JAM",2006,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2007,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2008,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"JAM",2010,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2011,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2012,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2013,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"JAM",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"JAM",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"JAM",2006,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2007,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2008,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2009,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2010,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2011,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2012,"DTPCV3","GTEQ_24_MONTHS","0"
"JAM",2013,"DTPCV3","GTEQ_24_MONTHS","0"
